,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,lat,lon
101,2018111000100527,2018년 11월 10일 18시,토요일,경기도 오산시 궐동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,33세,상해없음,보행자,여,10세,중상,37.156931601457174,127.06154257573694
102,2018120400100452,2018년 12월 4일 18시,화요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,34세,상해없음,승용,남,29세,경상,37.15623258068203,127.07703106739069
103,2018120400100487,2018년 12월 4일 19시,화요일,경기도 오산시 오산동,경상사고,0,0,3,2,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,승합,남,45세,상해없음,승용,여,27세,경상,37.154748412370736,127.06837144797963
104,2018120600100595,2018년 12월 6일 21시,목요일,경기도 오산시 가수동,중상사고,0,1,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,화물,남,45세,상해없음,승용,여,37세,경상,37.14732845343297,127.05455758242022
105,2018122200100410,2018년 12월 22일 16시,토요일,경기도 오산시 세교동,중상사고,0,3,0,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승합,남,48세,상해없음,승용,남,43세,중상,37.184891383607166,127.03592643166728
106,2018122600100473,2018년 12월 26일 19시,수요일,경기도 오산시 갈곶동,중상사고,0,1,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,39세,중상,37.133279403795626,127.07826447660263
107,2018122800100513,2018년 12월 28일 19시,금요일,경기도 오산시 원동,부상신고사고,0,0,0,2,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로안,화물,남,33세,상해없음,승용,남,42세,상해없음,37.141290049408575,127.07189484114953
108,2019011700100355,2019년 1월 17일 16시,목요일,경기도 오산시 갈곶동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,55세,상해없음,승용,여,35세,경상,37.12992989055782,127.0674869520621
109,2019011800100404,2019년 1월 18일 17시,금요일,경기도 오산시 원동,경상사고,0,0,1,1,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,57세,상해없음,승용,여,27세,경상,37.135883887207775,127.07300196289374
110,2019012300100302,2019년 1월 23일 14시,수요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,71세,상해없음,승용,여,32세,경상,37.155694151511206,127.07288620649784
111,2019020600100208,2019년 2월 6일 16시,수요일,경기도 오산시 오산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,여,62세,경상,승용,남,44세,상해없음,37.14875860564099,127.07737013609682
112,2019021900100397,2019년 2월 19일 18시,화요일,경기도 오산시 청학동,경상사고,0,0,5,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,26세,경상,승용,남,31세,상해없음,37.1561638084379,127.049600107243
113,2019033000100359,2019년 3월 30일 13시,토요일,경기도 오산시 청호동,중상사고,0,1,5,0,차대차 - 측면충돌,중앙선침범,포장 - 젖음/습기,흐림,단일로 - 기타,화물,남,61세,상해없음,승용,여,38세,중상,37.128030545518534,127.08793240729473
114,2019041900100524,2019년 4월 19일 18시,금요일,경기도 오산시 부산동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,46세,상해없음,보행자,남,6세,경상,37.1548290987078,127.07789412098705
115,2019042300100503,2019년 4월 23일 19시,화요일,경기도 오산시 원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,42세,상해없음,보행자,여,8세,경상,37.13814586013329,127.07506454134136
116,2019042800100339,2019년 4월 28일 17시,일요일,경기도 오산시 외삼미동,경상사고,0,0,2,2,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,여,42세,부상신고,승용,남,30세,경상,37.18983990327813,127.04669068319187
117,2019050300100372,2019년 5월 3일 14시,금요일,경기도 오산시 오산동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,69세,상해없음,자전거,여,9세,경상,37.14392859644405,127.06856952791883
118,2019051400100256,2019년 5월 14일 12시,화요일,경기도 오산시 세교동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,기타 - 기타,화물,남,58세,상해없음,보행자,남,12세,경상,37.18424899681755,127.03984189907369
119,2019051900100337,2019년 5월 19일 16시,일요일,경기도 오산시 내삼미동,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,승용,여,41세,중상,승합,남,48세,상해없음,37.178277384793134,127.05748160334252
120,2019051900100491,2019년 5월 19일 20시,일요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 젖음/습기,비,교차로 - 교차로부근,화물,여,59세,상해없음,승용,여,37세,경상,37.15891939761926,127.0818423300446
121,2019052000100122,2019년 5월 20일 08시,월요일,경기도 오산시 청학동,경상사고,0,0,2,0,차대차 - 측면충돌,안전거리미확보,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,승용,여,36세,경상,37.15331335177495,127.06327315373241
122,2019052200100208,2019년 5월 22일 09시,수요일,경기도 오산시 부산동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 교량,승용,남,27세,상해없음,승용,여,34세,경상,37.15980019487247,127.0835176106981
123,2019052300100522,2019년 5월 23일 18시,목요일,경기도 오산시 부산동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,39세,상해없음,자전거,여,9세,중상,37.15870048857695,127.08362407794617
124,2019052300100577,2019년 5월 23일 19시,목요일,경기도 오산시 궐동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,62세,상해없음,보행자,남,6세,경상,37.15678719867407,127.0638649257414
125,2019052400100419,2019년 5월 24일 15시,금요일,경기도 오산시 부산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,68세,상해없음,승합,남,56세,경상,37.15489522488414,127.08609833282172
126,2019052700100599,2019년 5월 27일 21시,월요일,경기도 오산시 원동,경상사고,0,0,2,1,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,승용,남,34세,경상,37.13374369833064,127.07216700671496
127,2019052800100698,2019년 5월 28일 21시,화요일,경기도 오산시 세교동,중상사고,0,1,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,화물,남,46세,상해없음,승용,남,33세,경상,37.19425220404899,127.04292472271341
128,2019060600100323,2019년 6월 6일 15시,목요일,경기도 오산시 오산동,중상사고,0,1,4,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승용,남,57세,경상,승합,남,52세,상해없음,37.14446863756533,127.06830778423429
129,2019060800100157,2019년 6월 8일 09시,토요일,경기도 오산시 수청동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,남,34세,경상,37.16211007489355,127.06459433394916
130,2019061400100122,2019년 6월 14일 08시,금요일,경기도 오산시 은계동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,포장 - 건조,맑음,기타 - 기타,기타불명,여,16세,상해없음,보행자,남,11세,부상신고,37.16110788278109,127.06900605337164
131,2019061400100634,2019년 6월 14일 21시,금요일,경기도 오산시 원동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,보행자,남,10세,부상신고,37.1412335377079,127.06885278602996
132,2019062000100369,2019년 6월 20일 15시,목요일,경기도 오산시 원동,중상사고,0,1,0,0,차대차 - 기타,중앙선침범,포장 - 건조,맑음,단일로 - 기타,자전거,남,11세,중상,승용,여,40세,상해없음,37.136067294761304,127.08114723220868
133,2019062300100304,2019년 6월 23일 14시,일요일,경기도 오산시 오산동,부상신고사고,0,0,0,2,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,이륜,남,42세,상해없음,승용,여,58세,상해없음,37.149905637021085,127.07543777409671
134,2019062700100502,2019년 6월 27일 18시,목요일,경기도 오산시 부산동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,기타 - 기타,승용,남,30세,상해없음,승용,여,27세,경상,37.162003188639375,127.08428522399042
135,2019070300100566,2019년 7월 3일 21시,수요일,경기도 오산시 금암동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,66세,상해없음,자전거,남,9세,경상,37.17910443415188,127.04992433953043
136,2019071000100244,2019년 7월 10일 12시,수요일,경기도 오산시 고현동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,21세,상해없음,보행자,남,7세,경상,37.13477419354271,127.08261787065163
137,2019071300100420,2019년 7월 13일 17시,토요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대차 - 측면충돌,교차로운행방법위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,남,23세,상해없음,자전거,남,11세,중상,37.14938857808544,127.06502757133497
138,2019071900100587,2019년 7월 19일 19시,금요일,경기도 오산시 누읍동,경상사고,0,0,2,0,차대차 - 기타,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,여,39세,상해없음,승용,남,46세,경상,37.14319291343747,127.04849329048172
139,2019072700100221,2019년 7월 27일 10시,토요일,경기도 오산시 외삼미동,중상사고,0,3,1,0,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,79세,상해없음,승용,남,37세,중상,37.18951649229751,127.06315376969653
140,2019072800100409,2019년 7월 28일 22시,일요일,경기도 오산시 외삼미동,중상사고,0,2,2,0,차대차 - 추돌,안전거리미확보,포장 - 건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,47세,중상,37.18281455044192,127.05326528516295
141,2019080300100188,2019년 8월 3일 11시,토요일,경기도 오산시 원동,경상사고,0,0,8,0,차량단독 - 공작물충돌,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,60세,상해없음,,,,,37.148599884904954,127.07348307758362
142,2019080700100346,2019년 8월 7일 14시,수요일,경기도 오산시 가장동,중상사고,0,1,2,0,차대차 - 기타,신호위반,포장 - 건조,맑음,교차로 - 교차로안,승용,남,51세,중상,화물,남,46세,경상,37.162917278030825,127.03156649113076
143,2019081000100594,2019년 8월 10일 20시,토요일,경기도 오산시 내삼미동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,4세,부상신고,37.173158764129056,127.05827338770293
144,2019081400100149,2019년 8월 14일 08시,수요일,경기도 오산시 내삼미동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,화물,남,28세,상해없음,승용,남,37세,경상,37.17332847237713,127.06253358774566
145,2019082200100388,2019년 8월 22일 15시,목요일,경기도 오산시 오산동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,포장 - 건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,남,12세,중상,37.154424014548624,127.06842934467836
146,2019082300100617,2019년 8월 23일 20시,금요일,경기도 오산시 벌음동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,44세,상해없음,보행자,여,6세,중상,37.140841383196076,127.03990787261527
147,2019082700100388,2019년 8월 27일 15시,화요일,경기도 오산시 금암동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,자전거,남,9세,부상신고,37.17507007512801,127.04443226284793
148,2019090300100098,2019년 9월 3일 07시,화요일,경기도 오산시 고현동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,포장 - 건조,맑음,교차로 - 교차로안,승합,남,61세,상해없음,승용,여,37세,경상,37.13597679370663,127.0810575111566
149,2019090300100338,2019년 9월 3일 14시,화요일,경기도 오산시 원동,중상사고,0,2,0,0,차대사람 - 횡단중,신호위반,포장 - 건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,여,34세,중상,37.13591206467414,127.07572846586524
150,2019090300100572,2019년 9월 3일 19시,화요일,경기도 오산시 누읍동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,48세,상해없음,보행자,남,6세,중상,37.14117181607606,127.04588933202993
151,2019090800100182,2019년 9월 8일 12시,일요일,경기도 오산시 외삼미동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,포장 - 건조,맑음,단일로 - 기타,승용,남,66세,상해없음,승용,남,42세,경상,37.18962220771371,127.05552008161332
