연도,대상사고 구분명,법정동코드,사고건수,사고건수 구성비,사망자수,사망자수 구성비,치사율,부상자수,부상자수 구성비
2012,자전거사고,1418,9,0.07,1,0.35,11.11,8,0.06
2012,야간사고,1418,68,0.06,4,0.14,5.88,89,0.05
2012,어린이사고,1419,7,0.06,0,0,0,11,0.07
2012,노인사고,1419,17,0.06,1,0.05,5.88,19,0.06
2012,보행자사고,1419,11,0.02,0,0,0,11,0.02
2012,자전거사고,1419,1,0.01,0,0,0,2,0.02
2012,야간사고,1419,25,0.02,0,0,0,45,0.03
2012,어린이사고,1420,5,0.04,0,0,0,5,0.03
2012,노인사고,1420,19,0.07,4,0.21,21.05,21,0.07
2012,보행자사고,1420,13,0.03,2,0.1,15.38,11,0.02
2012,자전거사고,1420,2,0.02,0,0,0,2,0.02
2012,야간사고,1420,31,0.03,3,0.11,9.68,46,0.03
2012,어린이사고,1421,8,0.06,0,0,0,8,0.05
2012,노인사고,1421,18,0.06,4,0.21,22.22,16,0.05
2012,보행자사고,1421,24,0.05,5,0.25,20.83,23,0.04
2012,야간사고,1421,41,0.04,6,0.21,14.63,86,0.05
2012,어린이사고,1422,14,0.11,0,0,0,16,0.1
2012,노인사고,1422,36,0.13,6,0.32,16.67,43,0.14
2012,보행자사고,1422,25,0.05,2,0.1,8,24,0.05
2012,자전거사고,1422,3,0.02,0,0,0,3,0.02
2012,야간사고,1422,52,0.05,5,0.18,9.62,110,0.07
2012,어린이사고,1423,15,0.12,0,0,0,20,0.13
2012,노인사고,1423,31,0.11,2,0.11,6.45,35,0.12
2012,보행자사고,1423,27,0.05,2,0.1,7.41,28,0.05
2012,자전거사고,1423,8,0.06,0,0,0,8,0.06
2012,야간사고,1423,60,0.06,4,0.14,6.67,117,0.07
2012,어린이사고,1501,239,1.91,0,0,0,295,1.91
2012,노인사고,1501,353,1.25,21,1.13,5.95,367,1.24
2012,보행자사고,1501,714,1.4,23,1.13,3.22,730,1.41
2012,자전거사고,1501,275,2.13,6,2.08,2.18,280,2.13
2012,야간사고,1501,1958,1.83,31,1.11,1.58,3225,1.94
2012,어린이사고,1502,71,0.57,0,0,0,93,0.6
2012,노인사고,1502,219,0.78,20,1.07,9.13,233,0.78
2012,보행자사고,1502,206,0.4,14,0.69,6.8,212,0.41
2012,자전거사고,1502,100,0.77,6,2.08,6,103,0.78
2012,야간사고,1502,557,0.52,19,0.68,3.41,852,0.51
2012,어린이사고,1503,76,0.61,0,0,0,104,0.67
2012,노인사고,1503,146,0.52,10,0.54,6.85,162,0.55
2012,보행자사고,1503,176,0.34,8,0.39,4.55,180,0.35
2012,자전거사고,1503,35,0.27,2,0.69,5.71,33,0.25
2012,야간사고,1503,418,0.39,10,0.36,2.39,682,0.41
2012,어린이사고,1511,55,0.44,1,1.2,1.82,87,0.56
2012,노인사고,1511,139,0.49,18,0.97,12.95,148,0.5
2012,보행자사고,1511,94,0.18,13,0.64,13.83,83,0.16
2012,자전거사고,1511,35,0.27,4,1.38,11.43,33,0.25
2012,야간사고,1511,385,0.36,21,0.75,5.45,660,0.4
2012,어린이사고,1512,6,0.05,0,0,0,6,0.04
2012,노인사고,1512,44,0.16,2,0.11,4.55,48,0.16
2012,보행자사고,1512,34,0.07,4,0.2,11.76,31,0.06
2012,자전거사고,1512,12,0.09,0,0,0,13,0.1
2012,야간사고,1512,45,0.04,8,0.29,17.78,53,0.03
2012,어린이사고,1513,16,0.13,0,0,0,26,0.17
2012,노인사고,1513,59,0.21,3,0.16,5.08,73,0.25
2012,보행자사고,1513,36,0.07,4,0.2,11.11,32,0.06
2012,자전거사고,1513,9,0.07,0,0,0,9,0.07
2012,야간사고,1513,83,0.08,4,0.14,4.82,141,0.08
2012,어린이사고,1514,13,0.1,0,0,0,13,0.08
2012,노인사고,1514,61,0.22,6,0.32,9.84,68,0.23
2012,보행자사고,1514,41,0.08,4,0.2,9.76,37,0.07
2012,자전거사고,1514,14,0.11,0,0,0,14,0.11
2012,야간사고,1514,63,0.06,5,0.18,7.94,85,0.05
2012,어린이사고,1515,14,0.11,0,0,0,17,0.11
2012,노인사고,1515,45,0.16,3,0.16,6.67,47,0.16
2012,보행자사고,1515,64,0.13,5,0.25,7.81,63,0.12
2012,자전거사고,1515,14,0.11,1,0.35,7.14,13,0.1
2012,야간사고,1515,134,0.13,7,0.25,5.22,211,0.13
2012,어린이사고,1516,11,0.09,0,0,0,24,0.15
2012,노인사고,1516,51,0.18,11,0.59,21.57,52,0.18
2012,보행자사고,1516,24,0.05,4,0.2,16.67,21,0.04
2012,자전거사고,1516,9,0.07,1,0.35,11.11,10,0.08
2012,야간사고,1516,50,0.05,11,0.39,22,78,0.05
2012,어린이사고,1517,37,0.3,3,3.61,8.11,41,0.26
2012,노인사고,1517,100,0.35,7,0.38,7,108,0.36
2012,보행자사고,1517,93,0.18,9,0.44,9.68,89,0.17
2012,자전거사고,1517,15,0.12,1,0.35,6.67,14,0.11
2012,야간사고,1517,244,0.23,21,0.75,8.61,397,0.24
2012,어린이사고,1520,9,0.07,0,0,0,9,0.06
2012,노인사고,1520,32,0.11,1,0.05,3.13,39,0.13
2012,보행자사고,1520,24,0.05,2,0.1,8.33,22,0.04
2012,자전거사고,1520,3,0.02,0,0,0,3,0.02
2012,야간사고,1520,46,0.04,2,0.07,4.35,81,0.05
2012,어린이사고,1521,15,0.12,0,0,0,18,0.12
2012,노인사고,1521,33,0.12,3,0.16,9.09,33,0.11
2012,보행자사고,1521,22,0.04,0,0,0,22,0.04
2012,자전거사고,1521,13,0.1,0,0,0,15,0.11
2012,야간사고,1521,64,0.06,2,0.07,3.13,106,0.06
2012,어린이사고,1602,141,1.13,1,1.2,0.71,184,1.19
2012,노인사고,1602,224,0.79,16,0.86,7.14,242,0.81
2012,보행자사고,1602,564,1.1,28,1.38,4.96,570,1.1
2012,자전거사고,1602,75,0.58,0,0,0,80,0.61
2012,야간사고,1602,1312,1.22,34,1.21,2.59,2098,1.26
2012,어린이사고,1603,35,0.28,0,0,0,55,0.36
2012,노인사고,1603,53,0.19,15,0.8,28.3,46,0.15
2012,보행자사고,1603,123,0.24,18,0.89,14.63,117,0.23
2012,자전거사고,1603,14,0.11,1,0.35,7.14,14,0.11
2012,야간사고,1603,363,0.34,34,1.21,9.37,600,0.36
2012,어린이사고,1604,48,0.38,0,0,0,58,0.37
2012,노인사고,1604,126,0.45,8,0.43,6.35,136,0.46
2012,보행자사고,1604,135,0.26,8,0.39,5.93,131,0.25
2012,자전거사고,1604,17,0.13,1,0.35,5.88,17,0.13
2012,야간사고,1604,263,0.25,18,0.64,6.84,440,0.27
2012,어린이사고,1605,30,0.24,1,1.2,3.33,41,0.26
2012,노인사고,1605,69,0.24,7,0.38,10.14,75,0.25
2012,보행자사고,1605,73,0.14,5,0.25,6.85,72,0.14
2012,자전거사고,1605,13,0.1,1,0.35,7.69,13,0.1
2012,야간사고,1605,201,0.19,12,0.43,5.97,318,0.19
2012,어린이사고,1606,49,0.39,0,0,0,58,0.37
2012,노인사고,1606,114,0.4,13,0.7,11.4,132,0.44
2012,보행자사고,1606,144,0.28,15,0.74,10.42,136,0.26
2012,자전거사고,1606,24,0.19,2,0.69,8.33,24,0.18
2012,야간사고,1606,321,0.3,23,0.82,7.17,504,0.3
2012,어린이사고,1611,19,0.15,0,0,0,27,0.17
2012,노인사고,1611,92,0.33,4,0.21,4.35,134,0.45
2012,보행자사고,1611,43,0.08,3,0.15,6.98,42,0.08
2012,자전거사고,1611,12,0.09,0,0,0,12,0.09
2012,야간사고,1611,89,0.08,6,0.21,6.74,143,0.09
2012,어린이사고,1612,10,0.08,0,0,0,10,0.06
2012,노인사고,1612,75,0.27,11,0.59,14.67,77,0.26
2012,보행자사고,1612,56,0.11,11,0.54,19.64,48,0.09
2012,자전거사고,1612,4,0.03,0,0,0,4,0.03
2012,야간사고,1612,109,0.1,8,0.29,7.34,163,0.1
2012,어린이사고,1613,11,0.09,0,0,0,14,0.09
2012,노인사고,1613,29,0.1,3,0.16,10.34,36,0.12
2012,보행자사고,1613,30,0.06,0,0,0,33,0.06
2012,자전거사고,1613,4,0.03,0,0,0,4,0.03
2012,야간사고,1613,63,0.06,3,0.11,4.76,90,0.05
2012,어린이사고,1615,33,0.26,0,0,0,39,0.25
2012,노인사고,1615,149,0.53,8,0.43,5.37,161,0.54
2012,보행자사고,1615,122,0.24,7,0.35,5.74,121,0.23
2012,자전거사고,1615,19,0.15,0,0,0,19,0.14
2012,야간사고,1615,260,0.24,12,0.43,4.62,418,0.25
2012,어린이사고,1616,15,0.12,0,0,0,18,0.12
2012,노인사고,1616,74,0.26,15,0.8,20.27,69,0.23
2012,보행자사고,1616,61,0.12,5,0.25,8.2,61,0.12
2012,자전거사고,1616,14,0.11,2,0.69,14.29,12,0.09
2012,야간사고,1616,96,0.09,13,0.46,13.54,122,0.07
2012,어린이사고,1617,17,0.14,0,0,0,26,0.17
2012,노인사고,1617,141,0.5,7,0.38,4.96,152,0.51
2012,보행자사고,1617,56,0.11,5,0.25,8.93,51,0.1
2012,자전거사고,1617,26,0.2,0,0,0,26,0.2
2012,야간사고,1617,113,0.11,5,0.18,4.42,180,0.11
2012,어린이사고,1619,17,0.14,0,0,0,21,0.14
2012,노인사고,1619,68,0.24,7,0.38,10.29,77,0.26
2012,보행자사고,1619,30,0.06,2,0.1,6.67,34,0.07
2012,자전거사고,1619,7,0.05,1,0.35,14.29,6,0.05
2012,야간사고,1619,71,0.07,3,0.11,4.23,128,0.08
2012,어린이사고,1620,13,0.1,1,1.2,7.69,15,0.1
2012,노인사고,1620,84,0.3,14,0.75,16.67,77,0.26
2012,보행자사고,1620,62,0.12,8,0.39,12.9,58,0.11
2012,자전거사고,1620,12,0.09,1,0.35,8.33,11,0.08
2012,야간사고,1620,126,0.12,12,0.43,9.52,192,0.12
2012,어린이사고,1621,17,0.14,0,0,0,24,0.15
2012,노인사고,1621,123,0.44,10,0.54,8.13,129,0.43
2012,보행자사고,1621,65,0.13,3,0.15,4.62,64,0.12
2012,자전거사고,1621,16,0.12,2,0.69,12.5,14,0.11
2012,야간사고,1621,161,0.15,11,0.39,6.83,289,0.17
2012,어린이사고,1623,35,0.28,1,1.2,2.86,47,0.3
2012,노인사고,1623,91,0.32,17,0.91,18.68,92,0.31
2012,보행자사고,1623,116,0.23,17,0.84,14.66,111,0.21
2012,자전거사고,1623,5,0.04,2,0.69,40,3,0.02
2012,야간사고,1623,299,0.28,26,0.93,8.7,498,0.3
2012,어린이사고,1624,9,0.07,0,0,0,13,0.08
2012,노인사고,1624,5,0.02,0,0,0,6,0.02
2012,보행자사고,1624,27,0.05,2,0.1,7.41,30,0.06
2012,야간사고,1624,38,0.04,0,0,0,68,0.04
2012,어린이사고,1701,214,1.71,0,0,0,262,1.69
2012,노인사고,1701,371,1.32,22,1.18,5.93,397,1.34
2012,보행자사고,1701,834,1.63,36,1.78,4.32,831,1.61
2012,자전거사고,1701,167,1.29,5,1.73,2.99,164,1.25
2012,야간사고,1701,1711,1.6,35,1.25,2.05,2685,1.62
2012,어린이사고,1702,96,0.77,1,1.2,1.04,112,0.72
2012,노인사고,1702,265,0.94,13,0.7,4.91,292,0.98
2012,보행자사고,1702,343,0.67,12,0.59,3.5,359,0.69
2012,자전거사고,1702,137,1.06,2,0.69,1.46,140,1.07
2012,야간사고,1702,758,0.71,17,0.61,2.24,1159,0.7
2012,어린이사고,1704,46,0.37,0,0,0,61,0.39
2012,노인사고,1704,153,0.54,17,0.91,11.11,164,0.55
2012,보행자사고,1704,127,0.25,10,0.49,7.87,122,0.24
2012,자전거사고,1704,45,0.35,4,1.38,8.89,44,0.34
2012,야간사고,1704,247,0.23,13,0.46,5.26,399,0.24
2012,어린이사고,1705,32,0.26,2,2.41,6.25,39,0.25
2012,노인사고,1705,129,0.46,14,0.75,10.85,127,0.43
2012,보행자사고,1705,93,0.18,10,0.49,10.75,87,0.17
2012,자전거사고,1705,49,0.38,2,0.69,4.08,49,0.37
2012,야간사고,1705,152,0.14,12,0.43,7.89,228,0.14
2012,어린이사고,1706,24,0.19,0,0,0,30,0.19
2012,노인사고,1706,128,0.45,11,0.59,8.59,140,0.47
2012,보행자사고,1706,73,0.14,7,0.35,9.59,68,0.13
2012,자전거사고,1706,20,0.15,1,0.35,5,21,0.16
2012,야간사고,1706,180,0.17,10,0.36,5.56,297,0.18
2012,어린이사고,1711,24,0.19,0,0,0,30,0.19
2012,노인사고,1711,98,0.35,16,0.86,16.33,103,0.35
2012,보행자사고,1711,68,0.13,15,0.74,22.06,55,0.11
2012,자전거사고,1711,14,0.11,3,1.04,21.43,14,0.11
2012,야간사고,1711,160,0.15,23,0.82,14.38,270,0.16
2012,어린이사고,1712,8,0.06,0,0,0,13,0.08
2012,노인사고,1712,32,0.11,3,0.16,9.38,36,0.12
2012,보행자사고,1712,15,0.03,2,0.1,13.33,13,0.03
2012,자전거사고,1712,4,0.03,1,0.35,25,3,0.02
2012,야간사고,1712,25,0.02,0,0,0,44,0.03
2012,어린이사고,1713,6,0.05,0,0,0,8,0.05
2012,노인사고,1713,18,0.06,1,0.05,5.56,19,0.06
2012,보행자사고,1713,13,0.03,0,0,0,13,0.03
2012,자전거사고,1713,2,0.02,0,0,0,2,0.02
2012,야간사고,1713,15,0.01,0,0,0,28,0.02
2012,노인사고,1714,18,0.06,1,0.05,5.56,18,0.06
2012,보행자사고,1714,9,0.02,1,0.05,11.11,8,0.02
2012,자전거사고,1714,2,0.02,0,0,0,2,0.02
2012,야간사고,1714,25,0.02,1,0.04,4,35,0.02
2012,어린이사고,1715,10,0.08,1,1.2,10,12,0.08
2012,노인사고,1715,36,0.13,1,0.05,2.78,42,0.14
2012,보행자사고,1715,21,0.04,2,0.1,9.52,19,0.04
2012,자전거사고,1715,6,0.05,0,0,0,6,0.05
2012,야간사고,1715,34,0.03,3,0.11,8.82,67,0.04
2012,어린이사고,1717,5,0.04,1,1.2,20,5,0.03
2012,노인사고,1717,49,0.17,4,0.21,8.16,60,0.2
2012,보행자사고,1717,11,0.02,4,0.2,36.36,13,0.03
2012,자전거사고,1717,8,0.06,2,0.69,25,6,0.05
2012,야간사고,1717,28,0.03,3,0.11,10.71,38,0.02
2012,어린이사고,1719,12,0.1,0,0,0,15,0.1
2012,노인사고,1719,85,0.3,9,0.48,10.59,93,0.31
2012,보행자사고,1719,44,0.09,9,0.44,20.45,36,0.07
2012,자전거사고,1719,9,0.07,1,0.35,11.11,8,0.06
2012,야간사고,1719,79,0.07,9,0.32,11.39,117,0.07
2012,어린이사고,1720,32,0.26,1,1.2,3.13,40,0.26
2012,노인사고,1720,128,0.45,12,0.64,9.38,147,0.49
2012,보행자사고,1720,54,0.11,6,0.3,11.11,50,0.1
2012,자전거사고,1720,20,0.15,0,0,0,20,0.15
2012,야간사고,1720,128,0.12,8,0.29,6.25,231,0.14
2012,어린이사고,1723,115,0.92,0,0,0,141,0.91
2012,노인사고,1723,297,1.05,18,0.97,6.06,313,1.05
2012,보행자사고,1723,360,0.71,16,0.79,4.44,375,0.73
2012,자전거사고,1723,115,0.89,5,1.73,4.35,116,0.88
2012,야간사고,1723,813,0.76,23,0.82,2.83,1286,0.78
2012,어린이사고,1802,109,0.87,0,0,0,136,0.88
2012,노인사고,1802,191,0.68,9,0.48,4.71,204,0.69
2012,보행자사고,1802,307,0.6,13,0.64,4.23,308,0.6
2012,자전거사고,1802,97,0.75,2,0.69,2.06,100,0.76
2012,야간사고,1802,692,0.65,13,0.46,1.88,1213,0.73
2012,어린이사고,1803,112,0.9,0,0,0,150,0.97
2012,노인사고,1803,207,0.73,25,1.34,12.08,208,0.7
2012,보행자사고,1803,433,0.85,29,1.43,6.7,420,0.81
2012,자전거사고,1803,30,0.23,0,0,0,30,0.23
2012,야간사고,1803,635,0.59,27,0.96,4.25,1033,0.62
2012,어린이사고,1804,102,0.82,0,0,0,129,0.83
2012,노인사고,1804,223,0.79,15,0.8,6.73,244,0.82
2012,보행자사고,1804,338,0.66,14,0.69,4.14,345,0.67
2012,자전거사고,1804,73,0.57,1,0.35,1.37,75,0.57
2012,야간사고,1804,764,0.71,18,0.64,2.36,1205,0.73
2012,어린이사고,1806,53,0.42,1,1.2,1.89,74,0.48
2012,노인사고,1806,184,0.65,18,0.97,9.78,210,0.71
2012,보행자사고,1806,118,0.23,15,0.74,12.71,106,0.21
2012,자전거사고,1806,29,0.22,1,0.35,3.45,31,0.24
2012,야간사고,1806,226,0.21,17,0.61,7.52,401,0.24
2012,어린이사고,1808,50,0.4,0,0,0,62,0.4
2012,노인사고,1808,104,0.37,7,0.38,6.73,116,0.39
2012,보행자사고,1808,140,0.27,6,0.3,4.29,141,0.27
2012,자전거사고,1808,39,0.3,2,0.69,5.13,37,0.28
2012,야간사고,1808,415,0.39,17,0.61,4.1,639,0.39
2012,어린이사고,1812,18,0.14,0,0,0,28,0.18
2012,노인사고,1812,69,0.24,11,0.59,15.94,65,0.22
2012,보행자사고,1812,29,0.06,5,0.25,17.24,27,0.05
2012,자전거사고,1812,17,0.13,4,1.38,23.53,14,0.11
2012,야간사고,1812,79,0.07,6,0.21,7.59,129,0.08
2012,어린이사고,1813,8,0.06,0,0,0,10,0.06
2012,노인사고,1813,49,0.17,8,0.43,16.33,50,0.17
2012,보행자사고,1813,20,0.04,4,0.2,20,16,0.03
2012,자전거사고,1813,8,0.06,1,0.35,12.5,7,0.05
2012,야간사고,1813,39,0.04,2,0.07,5.13,65,0.04
2012,어린이사고,1814,5,0.04,0,0,0,5,0.03
2012,노인사고,1814,50,0.18,3,0.16,6,51,0.17
2012,보행자사고,1814,39,0.08,3,0.15,7.69,37,0.07
2012,자전거사고,1814,6,0.05,1,0.35,16.67,5,0.04
2012,야간사고,1814,41,0.04,1,0.04,2.44,64,0.04
2012,어린이사고,1818,15,0.12,0,0,0,18,0.12
2012,노인사고,1818,105,0.37,9,0.48,8.57,115,0.39
2012,보행자사고,1818,57,0.11,4,0.2,7.02,56,0.11
2012,자전거사고,1818,12,0.09,1,0.35,8.33,11,0.08
2012,야간사고,1818,83,0.08,9,0.32,10.84,110,0.07
2012,어린이사고,1819,8,0.06,0,0,0,15,0.1
2012,노인사고,1819,79,0.28,5,0.27,6.33,84,0.28
2012,보행자사고,1819,27,0.05,5,0.25,18.52,22,0.04
2012,자전거사고,1819,6,0.05,0,0,0,6,0.05
2012,야간사고,1819,48,0.04,9,0.32,18.75,75,0.05
2012,어린이사고,1820,32,0.26,0,0,0,38,0.25
2012,노인사고,1820,83,0.29,9,0.48,10.84,90,0.3
2012,보행자사고,1820,62,0.12,4,0.2,6.45,59,0.11
2012,자전거사고,1820,17,0.13,0,0,0,18,0.14
2012,야간사고,1820,101,0.09,3,0.11,2.97,167,0.1
2012,어린이사고,1821,27,0.22,0,0,0,34,0.22
2012,노인사고,1821,82,0.29,6,0.32,7.32,88,0.3
2012,보행자사고,1821,45,0.09,3,0.15,6.67,44,0.09
2012,자전거사고,1821,16,0.12,0,0,0,18,0.14
2012,야간사고,1821,83,0.08,5,0.18,6.02,134,0.08
2012,어린이사고,1822,15,0.12,1,1.2,6.67,19,0.12
2012,노인사고,1822,67,0.24,5,0.27,7.46,87,0.29
2012,보행자사고,1822,31,0.06,4,0.2,12.9,29,0.06
2012,자전거사고,1822,9,0.07,0,0,0,11,0.08
2012,야간사고,1822,68,0.06,3,0.11,4.41,100,0.06
2012,어린이사고,1823,26,0.21,0,0,0,43,0.28
2012,노인사고,1823,120,0.43,14,0.75,11.67,141,0.47
2012,보행자사고,1823,49,0.1,8,0.39,16.33,43,0.08
2012,자전거사고,1823,7,0.05,0,0,0,7,0.05
2012,야간사고,1823,95,0.09,14,0.5,14.74,172,0.1
2012,어린이사고,1824,35,0.28,0,0,0,49,0.32
2012,노인사고,1824,91,0.32,11,0.59,12.09,106,0.36
2012,보행자사고,1824,59,0.12,7,0.35,11.86,53,0.1
2012,자전거사고,1824,12,0.09,1,0.35,8.33,12,0.09
2012,야간사고,1824,228,0.21,16,0.57,7.02,407,0.25
2012,어린이사고,1825,32,0.26,0,0,0,46,0.3
2012,노인사고,1825,84,0.3,8,0.43,9.52,99,0.33
2012,보행자사고,1825,60,0.12,4,0.2,6.67,61,0.12
2012,자전거사고,1825,7,0.05,0,0,0,7,0.05
2012,야간사고,1825,121,0.11,10,0.36,8.26,232,0.14
2012,어린이사고,1827,8,0.06,0,0,0,10,0.06
2012,노인사고,1827,58,0.21,7,0.38,12.07,62,0.21
2012,보행자사고,1827,24,0.05,3,0.15,12.5,23,0.04
2012,자전거사고,1827,6,0.05,1,0.35,16.67,5,0.04
2012,야간사고,1827,54,0.05,4,0.14,7.41,98,0.06
2012,어린이사고,1828,13,0.1,0,0,0,14,0.09
2012,노인사고,1828,90,0.32,9,0.48,10,91,0.31
2012,보행자사고,1828,44,0.09,5,0.25,11.36,41,0.08
2012,자전거사고,1828,6,0.05,0,0,0,7,0.05
2012,야간사고,1828,89,0.08,4,0.14,4.49,158,0.1
2012,어린이사고,1829,15,0.12,0,0,0,20,0.13
2012,노인사고,1829,74,0.26,8,0.43,10.81,81,0.27
2012,보행자사고,1829,31,0.06,5,0.25,16.13,29,0.06
2012,자전거사고,1829,8,0.06,0,0,0,8,0.06
2012,야간사고,1829,78,0.07,7,0.25,8.97,141,0.08
2012,어린이사고,1830,14,0.11,0,0,0,18,0.12
2012,노인사고,1830,50,0.18,5,0.27,10,46,0.15
2012,보행자사고,1830,42,0.08,5,0.25,11.9,38,0.07
2012,자전거사고,1830,8,0.06,0,0,0,8,0.06
2012,야간사고,1830,53,0.05,4,0.14,7.55,80,0.05
2012,어린이사고,1831,8,0.06,0,0,0,13,0.08
2012,노인사고,1831,45,0.16,8,0.43,17.78,46,0.15
2012,보행자사고,1831,22,0.04,5,0.25,22.73,17,0.03
2012,자전거사고,1831,2,0.02,0,0,0,2,0.02
2012,야간사고,1831,45,0.04,5,0.18,11.11,73,0.04
2012,어린이사고,1832,9,0.07,0,0,0,14,0.09
2012,노인사고,1832,32,0.11,6,0.32,18.75,38,0.13
2012,보행자사고,1832,14,0.03,3,0.15,21.43,11,0.02
2012,자전거사고,1832,3,0.02,0,0,0,3,0.02
2012,야간사고,1832,27,0.03,5,0.18,18.52,48,0.03
2012,어린이사고,1902,144,1.15,0,0,0,172,1.11
2012,노인사고,1902,305,1.08,19,1.02,6.23,311,1.05
2012,보행자사고,1902,561,1.1,28,1.38,4.99,566,1.09
2012,자전거사고,1902,179,1.39,0,0,0,183,1.39
2012,야간사고,1902,1380,1.29,33,1.18,2.39,2087,1.26
2012,어린이사고,1903,121,0.97,0,0,0,159,1.03
2012,노인사고,1903,363,1.29,31,1.66,8.54,390,1.31
2012,보행자사고,1903,362,0.71,26,1.28,7.18,356,0.69
2012,자전거사고,1903,150,1.16,5,1.73,3.33,150,1.14
2012,야간사고,1903,938,0.88,31,1.11,3.3,1446,0.87
2012,어린이사고,1904,37,0.3,0,0,0,48,0.31
2012,노인사고,1904,134,0.48,9,0.48,6.72,141,0.47
2012,보행자사고,1904,106,0.21,6,0.3,5.66,113,0.22
2012,자전거사고,1904,41,0.32,1,0.35,2.44,40,0.3
2012,야간사고,1904,252,0.24,15,0.53,5.95,361,0.22
2012,어린이사고,1905,62,0.5,1,1.2,1.61,89,0.57
2012,노인사고,1905,226,0.8,12,0.64,5.31,270,0.91
2012,보행자사고,1905,230,0.45,11,0.54,4.78,228,0.44
2012,자전거사고,1905,56,0.43,0,0,0,58,0.44
2012,야간사고,1905,470,0.44,19,0.68,4.04,717,0.43
2012,어린이사고,1906,150,1.2,0,0,0,182,1.18
2012,노인사고,1906,192,0.68,11,0.59,5.73,192,0.65
2012,보행자사고,1906,422,0.83,14,0.69,3.32,419,0.81
2012,자전거사고,1906,138,1.07,0,0,0,147,1.12
2012,야간사고,1906,1246,1.16,30,1.07,2.41,1974,1.19
2012,어린이사고,1907,39,0.31,0,0,0,44,0.28
2012,노인사고,1907,152,0.54,6,0.32,3.95,161,0.54
2012,보행자사고,1907,144,0.28,4,0.2,2.78,149,0.29
2012,자전거사고,1907,59,0.46,4,1.38,6.78,56,0.43
2012,야간사고,1907,273,0.25,5,0.18,1.83,424,0.26
2012,어린이사고,1908,42,0.34,2,2.41,4.76,51,0.33
2012,노인사고,1908,141,0.5,10,0.54,7.09,150,0.51
2012,보행자사고,1908,121,0.24,6,0.3,4.96,120,0.23
2012,자전거사고,1908,19,0.15,0,0,0,19,0.14
2012,야간사고,1908,295,0.28,10,0.36,3.39,439,0.26
2012,어린이사고,1909,26,0.21,0,0,0,30,0.19
2012,노인사고,1909,124,0.44,8,0.43,6.45,138,0.46
2012,보행자사고,1909,73,0.14,5,0.25,6.85,74,0.14
2012,자전거사고,1909,31,0.24,0,0,0,33,0.25
2012,야간사고,1909,129,0.12,9,0.32,6.98,206,0.12
2012,어린이사고,1910,33,0.26,2,2.41,6.06,41,0.26
2012,노인사고,1910,144,0.51,17,0.91,11.81,146,0.49
2012,보행자사고,1910,79,0.15,6,0.3,7.59,74,0.14
2012,자전거사고,1910,71,0.55,2,0.69,2.82,72,0.55
2012,야간사고,1910,161,0.15,21,0.75,13.04,245,0.15
2012,어린이사고,1912,4,0.03,0,0,0,4,0.03
2012,노인사고,1912,37,0.13,5,0.27,13.51,37,0.12
2012,보행자사고,1912,22,0.04,6,0.3,27.27,16,0.03
2012,자전거사고,1912,5,0.04,1,0.35,20,4,0.03
2012,야간사고,1912,47,0.04,8,0.29,17.02,48,0.03
2012,어린이사고,1913,13,0.1,0,0,0,16,0.1
2012,노인사고,1913,73,0.26,10,0.54,13.7,80,0.27
2012,보행자사고,1913,44,0.09,7,0.35,15.91,38,0.07
2012,자전거사고,1913,12,0.09,0,0,0,12,0.09
2012,야간사고,1913,67,0.06,9,0.32,13.43,106,0.06
2012,어린이사고,1915,6,0.05,0,0,0,7,0.05
2012,노인사고,1915,36,0.13,7,0.38,19.44,34,0.11
2012,보행자사고,1915,21,0.04,5,0.25,23.81,16,0.03
2012,자전거사고,1915,2,0.02,0,0,0,2,0.02
2012,야간사고,1915,32,0.03,4,0.14,12.5,39,0.02
2012,어린이사고,1916,5,0.04,0,0,0,5,0.03
2012,노인사고,1916,39,0.14,2,0.11,5.13,46,0.15
2012,보행자사고,1916,6,0.01,0,0,0,6,0.01
2012,자전거사고,1916,3,0.02,0,0,0,3,0.02
2012,야간사고,1916,23,0.02,1,0.04,4.35,38,0.02
2012,어린이사고,1917,14,0.11,0,0,0,16,0.1
2012,노인사고,1917,75,0.27,9,0.48,12,76,0.26
2012,보행자사고,1917,34,0.07,2,0.1,5.88,35,0.07
2012,자전거사고,1917,13,0.1,0,0,0,14,0.11
2012,야간사고,1917,70,0.07,2,0.07,2.86,97,0.06
2012,어린이사고,1922,11,0.09,0,0,0,14,0.09
2012,노인사고,1922,64,0.23,8,0.43,12.5,65,0.22
2012,보행자사고,1922,25,0.05,2,0.1,8,24,0.05
2012,자전거사고,1922,7,0.05,1,0.35,14.29,6,0.05
2012,야간사고,1922,80,0.07,6,0.21,7.5,106,0.06
2012,어린이사고,1923,10,0.08,0,0,0,19,0.12
2012,노인사고,1923,68,0.24,8,0.43,11.76,72,0.24
2012,보행자사고,1923,36,0.07,4,0.2,11.11,34,0.07
2012,자전거사고,1923,14,0.11,1,0.35,7.14,13,0.1
2012,야간사고,1923,55,0.05,4,0.14,7.27,93,0.06
2012,어린이사고,1924,14,0.11,0,0,0,16,0.1
2012,노인사고,1924,94,0.33,4,0.21,4.26,114,0.38
2012,보행자사고,1924,40,0.08,4,0.2,10,38,0.07
2012,자전거사고,1924,15,0.12,1,0.35,6.67,14,0.11
2012,야간사고,1924,84,0.08,6,0.21,7.14,124,0.07
