일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심적설(cm),평균 지면온도(°C)
2013/11/14,6.5,1.9,10.8,0.0,2.5,1.1,64.1,,6.2
2013/11/15,7.7,3.9,14.2,4.5,3.3,1.2,85.0,,8.3
2013/11/16,6.9,-0.3,13.4,1.0,5.9,1.2,78.3,,6.5
2013/11/17,5.9,2.6,8.7,2.6,6.9,3.2,63.1,,5.7
2013/11/18,2.4,-0.6,6.5,0.0,6.2,3.8,54.4,,2.5
2013/11/19,2.3,-1.0,6.3,,6.5,3.4,58.4,,2.4
2013/11/20,2.0,-1.9,6.9,,6.3,2.1,54.1,,1.9
2013/11/21,2.1,-3.0,7.9,,4.0,1.3,68.0,,2.1
2013/11/22,3.8,-2.8,10.6,,3.2,0.9,74.9,,2.7
2013/11/23,6.1,0.2,13.3,,3.7,0.9,80.1,,4.3
2013/11/24,7.0,1.3,11.3,14.1,6.1,2.5,80.8,,4.7
2013/11/25,5.4,1.3,11.0,7.0,8.4,5.0,68.0,,5.4
2013/11/26,1.6,-3.1,5.2,2.8,4.7,1.7,78.1,,2.4
2013/11/27,-0.2,-3.1,4.0,18.1,6.5,2.4,80.9,0.6,2.2
2013/11/28,-2.3,-4.8,0.9,0.0,4.9,2.2,56.8,,0.1
2013/11/29,0.1,-5.4,6.3,0.0,4.4,1.3,68.3,,0.3
2013/11/30,4.3,-2.3,11.9,,4.0,1.1,75.4,,1.7
2013/12/01,3.1,-1.6,9.2,,3.9,1.2,79.8,,2.6
2013/12/02,3.8,-2.1,7.4,,2.8,0.7,79.3,,2.4
2013/12/03,5.8,1.8,11.0,,3.6,1.0,76.0,,3.9
2013/12/04,3.3,-0.4,9.1,,2.0,0.6,93.5,,2.4
2013/12/05,5.5,1.6,9.8,,3.0,1.1,86.5,,4.4
2013/12/06,3.0,-1.8,7.9,0.0,4.8,1.6,53.4,,1.7
2013/12/07,4.8,1.8,11.5,0.3,4.8,1.3,75.5,,3.4
2013/12/08,5.3,0.3,10.5,,3.1,1.2,80.1,,3.1
2013/12/09,4.5,2.6,6.1,16.3,4.0,1.8,90.4,,4.3
2013/12/10,0.8,-1.5,4.5,,4.3,2.2,68.0,,1.7
2013/12/11,-0.6,-3.4,2.4,0.5,6.6,3.3,67.3,0.6,0.5
2013/12/12,-2.1,-5.9,2.5,7.1,6.4,2.3,76.4,6.1,-0.6
2013/12/13,-5.3,-7.6,-2.4,0.0,5.5,2.3,55.8,5.0,0.2
2013/12/14,-4.3,-9.7,-0.4,2.2,2.6,1.0,86.4,6.5,0.3
2013/12/15,-4.4,-9.9,2.2,,3.1,1.1,66.0,5.5,0.2
2013/12/16,-3.3,-8.4,1.7,,2.0,0.7,68.9,4.4,0.1
2013/12/17,-0.2,-5.5,5.8,,1.9,0.5,68.3,4.1,0.2
2013/12/18,2.8,-0.6,7.7,0.0,4.7,1.3,74.0,3.6,0.3
2013/12/19,-2.8,-5.1,0.2,4.4,4.9,2.4,75.3,6.5,0.4
2013/12/20,-2.9,-7.3,1.1,0.0,4.6,2.3,65.9,6.0,0.6
2013/12/21,-2.5,-6.7,2.3,,4.2,1.4,67.5,1.9,0.4
2013/12/22,-1.9,-8.3,3.2,,3.4,0.9,69.1,1.1,0.1
2013/12/23,-0.1,-2.4,3.3,,4.3,1.6,63.8,,0.3
2013/12/24,-2.1,-7.0,4.0,,2.3,0.8,68.4,,-0.2
2013/12/25,-0.5,-6.7,5.3,,2.3,0.8,75.0,,-0.4
2013/12/26,0.0,-3.1,4.0,1.3,4.7,1.9,77.0,0.2,0.0
2013/12/27,-5.2,-7.7,-1.9,,4.6,2.9,51.5,,-0.7
2013/12/28,-5.3,-9.8,-0.6,,4.7,1.4,55.1,,-1.7
2013/12/29,-3.0,-9.2,2.2,1.4,3.6,1.0,79.1,2.1,-1.5
2013/12/30,0.7,-5.0,7.5,,5.8,1.5,79.1,2.1,-0.5
2013/12/31,3.1,-2.9,8.9,,6.3,1.9,75.0,,-0.5
2014/01/01,3.4,-2.7,9.3,,7.0,2.4,71.3,,-0.4
2014/01/02,1.8,-2.5,7.3,,3.5,1.2,49.4,,-0.3
2014/01/03,2.6,-2.8,9.0,,4.4,1.1,64.5,,-0.3
2014/01/04,0.0,-3.5,5.7,,3.5,1.4,60.1,,-0.4
2014/01/05,-0.8,-5.8,4.9,,3.6,1.1,63.0,,-0.8
2014/01/06,-0.1,-5.3,6.6,,2.2,0.8,65.4,,-0.8
2014/01/07,1.8,-2.7,5.2,,1.6,0.6,65.0,,-0.4
2014/01/08,1.2,-4.6,5.0,,5.7,2.7,56.5,,0.3
2014/01/09,-6.2,-9.1,-2.9,,4.7,2.7,30.1,,-2.6
2014/01/10,-4.7,-9.8,-0.5,0.0,2.9,1.0,63.1,,-2.6
2014/01/11,-2.2,-7.4,2.2,,2.7,0.8,61.0,,-2.0
2014/01/12,-2.5,-7.0,3.5,0.0,5.3,2.2,51.5,,-2.2
2014/01/13,-5.2,-9.1,-0.2,,4.0,2.0,31.6,,-4.0
2014/01/14,-4.1,-9.9,2.4,,3.3,1.2,49.5,,-3.7
2014/01/15,-3.5,-9.2,3.3,,3.4,1.0,62.5,,-3.4
2014/01/16,-0.8,-6.2,4.0,,2.7,0.8,74.0,,-1.7
2014/01/17,-0.4,-5.5,5.5,,2.5,0.9,71.1,,-1.7
2014/01/18,-0.9,-4.2,2.9,,5.9,2.6,47.0,,-1.6
2014/01/19,-2.7,-8.8,2.1,0.0,2.8,1.3,57.4,0.0,-2.7
2014/01/20,-0.8,-3.1,2.9,4.3,5.1,2.0,85.9,3.0,-0.4
2014/01/21,-4.9,-8.4,-1.9,0.0,4.6,1.9,72.3,1.0,-1.3
2014/01/22,-4.0,-10.8,2.6,,4.1,1.0,70.8,,-2.8
2014/01/23,-1.1,-6.7,5.1,,2.6,0.9,75.5,,-1.8
2014/01/24,3.7,-2.4,7.7,,2.8,1.2,70.6,,0.1
2014/01/25,4.6,-0.1,6.7,1.9,3.5,1.1,82.9,,0.8
2014/01/26,-1.9,-4.8,3.2,,4.4,2.1,52.8,,-0.2
2014/01/27,-0.3,-7.5,7.2,,3.2,1.3,58.4,,-1.0
2014/01/28,1.1,-4.2,5.5,0.4,5.0,1.7,62.3,,0.8
2014/01/29,1.8,-7.4,8.6,,2.3,0.9,47.5,,-0.8
2014/01/30,3.3,-2.1,6.5,3.3,3.8,1.4,71.6,,0.8
2014/01/31,1.8,-5.0,8.4,,2.6,1.1,41.1,,0.1
2014/02/01,5.6,4.4,7.1,10.5,3.7,1.7,73.5,,0.7
2014/02/02,5.8,3.6,7.3,1.3,3.2,1.4,97.0,,2.6
2014/02/03,-2.4,-7.3,3.6,,6.0,3.7,43.6,,0.5
2014/02/04,-6.4,-9.6,-2.7,,5.5,3.2,31.8,,-2.0
2014/02/05,-4.2,-7.9,0.7,,2.7,1.5,36.8,,-1.2
2014/02/06,-0.9,-5.4,5.5,,2.4,0.8,38.8,,-0.4
2014/02/07,3.3,-3.5,8.3,0.0,6.4,3.2,50.5,0.0,0.2
2014/02/08,1.5,-0.7,3.6,4.4,6.0,2.8,81.9,2.3,0.7
2014/02/09,-0.8,-2.9,1.8,0.0,4.1,2.2,78.6,2.3,0.1
2014/02/10,0.4,-1.9,4.6,0.3,4.1,1.7,63.4,0.2,1.0
2014/02/11,0.7,-3.3,5.1,,4.8,2.4,48.3,,1.3
2014/02/12,2.3,-0.5,6.9,,3.7,2.2,52.9,,2.3
2014/02/13,2.2,-1.9,6.8,,3.5,1.1,57.3,,1.8
2014/02/14,2.6,-1.3,8.0,,4.5,2.0,54.5,,2.3
2014/02/15,2.5,-3.5,9.2,,4.6,1.5,63.6,,2.4
2014/02/16,2.9,-2.9,10.1,,3.6,1.1,65.9,,2.6
2014/02/17,5.0,-0.1,10.8,,4.1,1.4,51.4,,3.2
2014/02/18,3.1,0.6,6.2,,4.4,2.5,49.8,,2.6
2014/02/19,2.2,-1.2,6.8,,3.6,2.2,54.4,,2.3
2014/02/20,0.4,-2.9,4.9,,4.5,1.7,72.3,,1.9
2014/02/21,0.8,-5.4,7.6,,4.1,1.6,58.1,,1.4
2014/02/22,1.5,-3.4,7.8,,4.3,1.4,69.6,,1.9
2014/02/23,2.4,-3.1,9.4,,3.9,1.1,69.3,,2.3
2014/02/24,3.8,-2.1,10.8,,3.7,1.4,70.6,,3.0
2014/02/25,4.0,-3.1,13.1,,3.8,1.1,75.0,,3.5
2014/02/26,7.1,-1.0,16.0,,3.6,1.1,62.6,,4.0
2014/02/27,6.7,1.3,13.8,,5.1,1.6,69.8,,4.7
2014/02/28,6.2,0.0,13.3,,3.1,1.4,67.9,,5.3
2014/03/01,5.7,1.6,10.4,,4.2,1.7,68.6,,6.4
2014/03/02,4.7,-0.6,11.4,,5.5,2.4,57.6,,3.8
2014/03/03,4.4,-2.2,12.1,,3.1,1.3,47.0,,3.4
2014/03/04,5.4,-1.0,12.2,,4.6,1.7,55.5,,4.0
2014/03/05,2.3,-0.7,6.3,,6.9,3.9,38.4,,3.2
2014/03/06,1.3,-2.9,6.0,,6.3,3.0,39.7,,2.1
2014/03/07,0.0,-3.8,5.6,,6.0,2.8,40.3,,1.5
2014/03/08,1.5,-3.5,7.5,,4.6,1.8,56.0,,2.2
2014/03/09,1.8,-0.8,6.3,5.6,6.5,2.9,58.4,5.0,2.4
2014/03/10,1.5,-4.2,7.1,,4.3,2.0,52.1,,1.9
2014/03/11,4.4,-2.2,12.6,,4.1,1.7,56.4,,3.4
2014/03/12,5.9,0.8,8.6,3.0,3.1,0.9,82.5,,4.0
2014/03/13,5.6,2.3,8.0,,6.6,2.8,56.3,,5.2
2014/03/14,3.5,-0.8,9.5,,5.2,2.2,57.3,,3.5
2014/03/15,6.4,-1.3,14.7,,6.4,2.4,69.9,,4.7
2014/03/16,10.1,3.1,17.3,,4.3,1.5,73.1,,7.9
2014/03/17,12.7,4.2,21.0,0.0,5.1,2.1,76.9,,9.7
2014/03/18,9.6,6.1,15.0,0.0,5.5,2.7,76.1,,10.8
2014/03/19,8.9,5.7,11.5,,5.2,2.2,66.0,,8.0
2014/03/20,6.9,2.8,12.1,0.6,7.1,2.9,68.5,,8.0
2014/03/21,5.8,1.3,12.1,,5.8,2.7,55.9,,5.2
2014/03/22,8.2,0.4,16.8,,4.0,1.7,60.6,,7.2
2014/03/23,9.3,2.6,17.8,,5.4,1.7,63.5,,8.6
2014/03/24,10.7,2.4,16.9,,4.8,1.7,59.8,,10.0
2014/03/25,14.4,12.2,18.6,0.3,3.7,1.3,73.3,,13.5
2014/03/26,14.0,7.1,21.3,1.4,5.3,1.7,76.3,,13.0
2014/03/27,11.4,4.3,20.3,,3.8,1.4,71.6,,11.5
2014/03/28,16.4,10.5,24.7,,3.9,1.8,55.4,,14.7
2014/03/29,14.7,12.3,17.8,0.0,5.3,2.2,71.6,,13.0
2014/03/30,14.2,9.0,20.8,0.0,5.1,2.3,62.6,,15.0
2014/03/31,12.7,5.1,20.7,,5.2,1.6,54.9,,13.0
2014/04/01,14.0,5.4,23.8,,4.7,1.5,41.3,,12.8
2014/04/02,14.9,6.3,23.2,,3.8,1.6,32.1,,13.8
2014/04/03,9.3,4.6,14.8,1.0,6.1,1.8,66.3,,10.3
2014/04/04,6.8,2.7,11.2,0.0,6.3,2.8,50.9,,10.5
2014/04/05,6.2,1.4,11.5,0.2,5.7,2.4,60.4,,9.4
2014/04/06,7.8,3.3,12.9,,7.1,3.1,45.1,,9.4
2014/04/07,9.6,3.9,16.9,,5.0,2.1,62.5,,10.9
2014/04/08,10.8,2.5,20.3,,4.2,1.6,63.9,,12.3
2014/04/09,9.1,5.9,15.0,,3.6,1.6,88.4,,12.2
2014/04/10,11.6,7.5,19.3,,3.5,1.5,72.3,,14.3
2014/04/11,12.5,7.3,17.6,,3.6,1.5,73.4,,13.5
2014/04/12,13.3,9.5,16.2,0.2,2.1,0.8,77.6,,12.4
2014/04/13,15.9,11.4,23.4,0.1,4.2,1.4,63.3,,16.7
2014/04/14,14.9,9.3,22.1,,4.7,2.0,58.9,,16.4
2014/04/15,12.8,7.2,18.8,,3.9,1.6,78.6,,15.7
2014/04/16,13.7,9.3,21.4,,3.6,1.4,80.5,,16.0
2014/04/17,14.3,6.6,21.9,4.9,3.4,1.2,67.3,,15.2
2014/04/18,15.3,10.4,23.5,,5.1,1.7,62.8,,16.8
2014/04/19,14.5,10.4,19.2,,5.6,3.4,57.6,,15.4
2014/04/20,14.0,9.7,21.5,,5.1,3.0,50.0,,17.7
2014/04/21,14.5,9.3,21.5,,5.5,2.0,58.9,,17.9
2014/04/22,14.9,6.7,23.4,,5.5,1.9,49.4,,17.3
2014/04/23,15.7,7.6,25.0,,4.6,1.6,58.0,,18.4
2014/04/24,17.4,9.9,25.9,,4.3,1.3,57.5,,18.5
2014/04/25,17.7,9.7,26.3,,4.3,1.4,46.4,,19.5
2014/04/26,17.7,10.5,25.2,,4.0,1.4,46.5,,18.6
2014/04/27,15.3,13.6,18.1,11.1,4.2,1.8,88.1,,16.3
2014/04/28,13.4,12.5,15.0,27.3,5.5,3.3,90.6,,14.3
2014/04/29,15.7,11.6,20.0,10.9,7.3,3.2,65.6,,15.0
2014/04/30,16.1,12.0,21.6,,3.7,1.8,59.6,,17.4
2014/05/01,15.2,8.7,21.9,,4.9,1.8,65.6,,17.6
2014/05/02,14.9,9.7,25.4,1.1,7.6,2.8,75.4,,16.6
2014/05/03,12.8,7.8,19.8,,4.9,2.5,55.6,,16.6
2014/05/04,12.5,7.6,20.1,0.4,6.8,2.5,56.5,,13.8
2014/05/05,11.4,7.3,16.3,,6.4,3.3,52.8,,14.6
2014/05/06,12.6,6.0,19.3,,4.7,2.0,54.5,,16.1
2014/05/07,15.6,7.5,23.0,0.6,6.3,2.6,45.9,,17.0
2014/05/08,13.1,9.9,17.9,7.3,5.5,2.7,89.1,,15.6
2014/05/09,15.1,8.6,23.8,,3.4,1.3,67.5,,17.3
2014/05/10,19.8,10.5,27.4,,5.0,1.9,44.0,,19.9
2014/05/11,18.5,15.3,23.4,27.7,7.1,4.5,53.0,,16.3
2014/05/12,16.6,12.6,21.5,12.8,6.2,3.4,77.5,,18.2
2014/05/13,19.1,11.7,26.7,,6.1,2.3,70.5,,20.1
2014/05/14,19.4,15.1,26.9,,4.7,2.0,59.9,,20.6
2014/05/15,17.4,13.1,23.4,0.2,6.0,2.8,69.5,,20.5
2014/05/16,18.7,10.6,26.3,,4.5,1.8,53.5,,19.9
2014/05/17,18.4,12.0,25.7,,4.3,1.4,64.0,,19.7
2014/05/18,18.7,12.2,26.4,,3.7,1.4,59.6,,20.6
2014/05/19,18.9,11.5,26.0,,3.9,1.5,59.8,,20.8
2014/05/20,20.8,14.6,28.2,,3.7,1.3,51.5,,20.4
2014/05/21,18.4,14.6,24.6,,5.6,2.4,73.3,,22.0
2014/05/22,19.4,12.3,28.0,,3.8,1.5,70.4,,23.3
2014/05/23,20.5,15.9,26.9,,3.9,1.8,75.9,,23.8
2014/05/24,20.7,16.3,27.6,,4.0,1.7,74.0,,23.5
2014/05/25,20.3,18.3,25.4,12.1,6.4,2.0,81.8,,20.8
2014/05/26,19.3,16.0,24.9,2.2,6.4,2.6,68.4,,21.3
2014/05/27,22.5,15.0,29.6,,5.3,2.6,51.3,,23.0
2014/05/28,23.3,17.9,29.6,,4.7,2.1,61.4,,24.2
2014/05/29,22.3,16.2,31.2,,3.7,1.5,64.8,,25.0
2014/05/30,23.8,15.5,31.8,,3.4,1.2,52.3,,26.0
2014/05/31,24.9,18.1,33.2,,4.0,1.5,57.0,,27.2
2014/06/01,24.3,18.5,30.6,,3.7,1.2,61.4,,25.8
2014/06/02,22.1,19.0,24.7,4.6,5.3,2.1,73.3,,21.7
2014/06/03,19.0,17.2,20.3,41.8,5.2,3.1,91.0,,19.2
2014/06/04,23.3,18.4,27.8,,6.1,3.3,62.0,,23.7
2014/06/05,23.0,19.8,26.3,,4.9,2.3,58.1,,22.5
2014/06/06,23.3,17.2,30.2,,4.6,1.7,60.8,,24.9
2014/06/07,22.9,18.1,28.0,,4.9,1.9,67.8,,24.5
2014/06/08,20.9,18.3,25.3,,4.9,2.0,78.5,,22.5
2014/06/09,21.9,17.6,28.4,,4.4,1.5,74.5,,24.4
2014/06/10,22.8,18.6,29.0,0.3,6.7,1.8,72.1,,24.2
2014/06/11,20.6,17.7,25.0,5.6,4.3,1.8,81.3,,22.5
2014/06/12,21.1,17.8,27.2,,5.6,2.1,74.1,,23.6
2014/06/13,21.2,17.8,26.3,,4.4,2.0,80.3,,23.6
2014/06/14,21.9,17.4,28.0,,4.3,2.0,74.3,,25.4
2014/06/15,22.6,18.2,29.1,,4.7,2.1,71.4,,25.7
2014/06/16,23.1,17.2,29.7,,3.7,1.6,69.4,,25.8
2014/06/17,24.2,20.2,29.6,,3.0,1.2,74.0,,25.6
2014/06/18,23.7,20.0,29.8,,4.7,2.0,75.1,,27.1
2014/06/19,22.5,19.6,27.3,,4.2,2.2,80.6,,24.8
2014/06/20,24.2,19.3,28.8,1.4,3.9,1.5,74.8,,26.2
2014/06/21,23.3,20.5,27.7,14.2,4.6,2.2,81.0,,25.1
2014/06/22,23.8,19.9,29.5,0.0,4.0,1.7,73.9,,25.9
2014/06/23,22.6,19.9,27.3,0.2,4.6,2.3,81.8,,25.6
2014/06/24,23.0,19.3,28.5,,4.4,2.0,76.1,,26.9
2014/06/25,23.7,18.8,29.7,,4.2,1.6,75.9,,27.4
2014/06/26,24.1,19.6,30.1,,4.4,1.7,73.5,,27.9
2014/06/27,24.2,19.6,30.2,,4.5,2.1,75.1,,28.8
2014/06/28,23.8,20.6,29.5,,5.5,2.6,73.5,,28.4
2014/06/29,23.9,19.7,29.5,,3.9,1.5,72.8,,26.6
2014/06/30,24.5,19.4,30.3,,4.2,1.8,73.3,,28.6
2014/07/01,25.4,20.2,32.3,,3.9,1.6,71.8,,29.4
2014/07/02,24.8,21.9,29.9,7.7,4.5,1.8,82.1,,27.9
2014/07/03,23.0,20.6,25.0,0.7,4.3,2.1,80.5,,23.5
2014/07/04,26.1,20.9,32.0,,4.4,1.6,64.8,,28.3
2014/07/05,24.6,20.6,29.3,,3.0,1.4,75.3,,26.7
2014/07/06,24.5,21.6,27.7,,5.6,2.4,69.0,,26.4
2014/07/07,26.3,19.7,33.7,,4.0,1.6,64.4,,30.5
2014/07/08,26.1,22.1,30.4,7.2,4.0,1.4,75.9,,27.9
2014/07/09,27.0,23.6,32.6,9.6,7.3,1.8,85.8,,27.4
2014/07/10,27.8,23.3,32.9,,5.0,2.2,69.4,,28.6
2014/07/11,26.2,22.2,33.1,,5.6,2.3,71.0,,28.9
2014/07/12,24.8,21.9,29.1,,3.6,1.6,80.0,,26.5
2014/07/13,25.2,22.7,29.5,,4.5,2.1,80.5,,27.3
2014/07/14,25.9,21.9,31.5,,3.8,2.0,77.4,,28.6
2014/07/15,25.7,22.6,31.2,0.0,4.1,1.8,76.5,,28.4
2014/07/16,25.9,22.5,31.5,,3.7,1.6,73.3,,27.2
2014/07/17,25.0,22.2,29.1,1.9,4.8,1.6,83.4,,27.7
2014/07/18,24.6,19.7,30.8,114.8,3.4,1.8,86.8,,26.8
2014/07/19,26.7,24.2,31.1,,4.5,1.6,85.8,,27.2
2014/07/20,27.0,24.2,32.4,,3.9,1.6,82.6,,28.8
2014/07/21,26.5,23.0,30.8,,3.8,1.6,82.5,,27.3
2014/07/22,25.6,23.9,28.2,7.7,4.7,2.2,89.0,,25.9
2014/07/23,22.8,20.4,24.9,49.4,3.5,1.5,97.4,,24.6
2014/07/24,22.9,19.8,27.2,32.5,3.4,1.6,90.9,,23.5
2014/07/25,28.4,22.8,34.6,30.7,6.7,2.9,82.1,,28.9
2014/07/26,23.4,21.4,27.0,1.7,9.7,4.4,83.6,,24.2
2014/07/27,24.2,20.7,29.7,,3.6,1.5,79.0,,26.0
2014/07/28,25.8,20.3,31.2,,3.0,1.3,74.4,,26.8
2014/07/29,24.8,22.8,27.5,0.1,5.0,1.9,79.4,,25.5
2014/07/30,27.8,23.7,33.5,,3.2,1.4,76.0,,29.3
2014/07/31,28.7,25.1,34.2,0.0,4.9,1.5,76.9,,29.0
2014/08/01,29.9,24.8,34.0,,5.1,2.6,66.3,,31.1
2014/08/02,30.4,25.2,34.3,1.4,7.6,4.7,59.5,,31.0
2014/08/03,26.2,23.9,30.3,29.4,6.8,4.2,88.8,,25.8
2014/08/04,25.6,24.2,28.5,5.8,3.5,1.3,96.0,,26.8
2014/08/05,26.9,24.0,31.1,,3.9,1.7,89.5,,27.7
2014/08/06,24.2,21.7,27.7,26.5,3.0,1.4,92.3,,25.8
2014/08/07,23.2,21.3,25.8,0.4,2.2,1.0,95.1,,24.3
2014/08/08,25.5,20.2,30.0,,6.4,3.2,66.4,,26.2
2014/08/09,26.3,21.5,31.5,,6.5,3.7,49.8,,25.9
2014/08/10,23.7,19.7,28.5,45.6,8.1,2.2,77.9,,24.2
2014/08/11,23.1,18.2,28.6,,4.6,2.0,82.1,,25.1
2014/08/12,25.0,21.2,30.6,,4.0,1.7,83.1,,26.9
2014/08/13,23.2,20.8,26.1,1.4,2.7,1.1,89.5,,24.3
2014/08/14,21.4,20.5,23.7,7.6,3.6,1.5,90.8,,22.6
2014/08/15,24.1,20.7,29.3,,3.1,1.0,83.1,,25.4
2014/08/16,24.3,20.2,30.2,0.0,3.7,1.3,83.0,,26.2
2014/08/17,23.1,22.0,24.8,4.3,5.4,1.5,87.9,,23.4
2014/08/18,22.4,20.3,25.7,5.7,5.1,2.7,89.5,,24.0
2014/08/19,22.6,20.8,26.0,4.0,2.5,1.0,94.4,,23.5
2014/08/20,24.6,21.8,29.0,0.3,2.6,0.9,85.0,,25.7
2014/08/21,23.2,21.9,25.1,117.7,7.4,1.9,97.5,,24.1
2014/08/22,24.8,21.8,28.9,,3.9,1.9,85.1,,26.0
2014/08/23,24.5,22.1,29.8,,3.1,1.4,84.9,,25.7
2014/08/24,25.1,21.2,30.4,0.2,3.4,1.1,82.3,,26.3
2014/08/25,25.4,23.5,29.2,0.1,5.6,2.2,76.5,,25.2
2014/08/26,25.9,22.3,30.4,,3.6,1.5,72.0,,26.5
2014/08/27,25.1,21.0,28.7,,3.7,2.2,68.4,,25.2
2014/08/28,24.8,20.6,30.5,,3.7,2.0,70.0,,26.4
2014/08/29,24.2,19.8,30.6,40.5,6.9,1.3,82.4,,25.7
2014/08/30,24.0,19.6,29.6,,3.5,1.5,75.8,,26.2
2014/08/31,22.9,19.9,27.0,,2.6,1.2,72.1,,23.6
2014/09/01,23.2,18.5,30.7,1.2,3.5,0.9,80.3,,24.1
2014/09/02,22.8,19.0,27.1,8.8,4.9,2.5,77.4,,23.4
2014/09/03,20.2,17.8,23.4,60.3,4.5,2.3,98.9,,21.3
2014/09/04,22.7,17.8,28.3,,4.4,1.6,80.4,,24.4
2014/09/05,23.4,19.0,29.6,,3.3,1.4,81.8,,23.9
2014/09/06,24.2,19.8,30.7,,4.1,1.4,71.4,,24.1
2014/09/07,24.2,18.1,31.4,,3.6,1.1,80.1,,25.0
2014/09/08,23.4,19.9,29.4,,4.3,1.4,83.9,,23.7
2014/09/09,22.4,16.9,28.2,,3.9,1.6,71.9,,23.1
2014/09/10,21.6,15.6,28.5,,3.6,1.3,68.5,,21.9
2014/09/11,22.7,16.1,29.2,,3.0,1.2,69.0,,22.9
2014/09/12,21.9,18.0,25.5,,3.3,1.3,76.0,,22.1
2014/09/13,23.3,18.8,28.4,,4.3,1.9,64.6,,22.8
2014/09/14,23.2,18.4,28.4,,4.1,2.1,61.0,,23.6
2014/09/15,22.7,20.2,27.5,,4.2,1.6,74.4,,23.1
2014/09/16,21.7,15.6,27.3,,4.2,1.5,45.9,,21.9
2014/09/17,20.4,17.7,24.3,,2.3,1.0,55.4,,20.7
2014/09/18,19.2,15.1,23.8,,3.7,1.1,68.0,,19.8
2014/09/19,20.1,12.8,27.7,,3.5,1.1,64.9,,20.3
2014/09/20,20.8,14.8,27.3,,4.6,1.3,61.0,,20.7
2014/09/21,20.2,15.9,27.0,,3.2,1.0,65.4,,21.1
2014/09/22,21.5,14.2,28.2,,3.0,1.2,61.4,,21.1
2014/09/23,22.9,17.7,27.9,0.0,4.4,2.3,58.0,,21.7
2014/09/24,19.6,17.8,23.0,12.2,6.5,2.2,86.4,,20.5
2014/09/25,21.5,16.9,27.8,,3.1,1.1,75.6,,21.6
2014/09/26,21.2,17.9,25.8,,4.9,2.1,79.8,,21.5
2014/09/27,21.3,17.1,26.5,,4.3,1.7,85.4,,22.0
2014/09/28,21.8,18.3,25.1,,1.6,0.7,84.3,,22.3
2014/09/29,19.7,17.7,21.7,9.5,2.9,0.9,96.1,,20.8
2014/09/30,19.5,15.6,24.3,,4.6,2.1,75.3,,20.4
2014/10/01,19.0,16.0,24.0,,4.6,2.3,74.8,,19.2
2014/10/02,18.2,15.6,21.3,0.5,4.3,1.8,87.1,,18.3
2014/10/03,16.2,11.6,20.9,,4.1,2.1,74.5,,17.5
2014/10/04,17.0,11.1,23.5,,5.2,2.5,65.1,,17.3
2014/10/05,16.9,11.9,22.5,,4.3,2.3,53.4,,16.5
2014/10/06,16.4,11.3,22.3,,3.3,1.4,60.4,,16.3
2014/10/07,15.8,10.5,23.0,,4.1,1.4,71.4,,16.6
2014/10/08,15.9,9.3,24.3,,2.5,0.8,70.0,,16.6
2014/10/09,17.8,11.0,26.1,,3.0,1.0,70.8,,17.4
2014/10/10,19.6,11.7,27.4,,5.4,2.4,65.8,,18.4
2014/10/11,19.4,14.1,26.1,,5.8,2.8,57.8,,17.9
2014/10/12,20.1,13.6,28.2,,4.2,1.6,57.3,,18.5
2014/10/13,17.7,11.9,22.1,,8.4,3.4,54.3,,17.1
2014/10/14,13.6,8.5,20.7,,4.3,1.4,53.8,,14.6
2014/10/15,13.4,8.7,20.3,,3.9,1.5,63.4,,14.6
2014/10/16,13.5,9.2,18.9,6.8,5.8,2.3,52.9,,12.4
2014/10/17,12.4,5.3,21.1,,3.6,1.1,63.1,,12.3
2014/10/18,13.9,7.6,22.1,,2.2,0.7,75.1,,13.5
2014/10/19,16.3,8.6,22.8,,3.2,1.0,65.8,,15.3
2014/10/20,14.9,13.3,16.4,35.0,3.5,1.2,98.9,,15.4
2014/10/21,14.2,12.2,15.8,41.1,5.8,2.3,92.8,,14.8
2014/10/22,13.4,9.8,19.0,,3.5,1.7,73.9,,14.0
2014/10/23,13.2,8.1,19.7,,2.9,1.3,76.1,,13.1
2014/10/24,14.1,8.9,21.2,,2.7,0.9,85.3,,14.0
2014/10/25,15.0,9.8,22.2,,2.8,0.9,87.8,,14.2
2014/10/26,15.5,11.1,20.2,0.0,4.6,1.7,84.0,,15.3
2014/10/27,11.1,6.4,18.2,,3.7,2.3,39.9,,10.4
2014/10/28,9.2,1.9,18.3,,2.9,0.9,62.8,,8.9
2014/10/29,11.4,4.3,20.7,,2.4,0.7,63.6,,10.0
2014/10/30,13.1,6.2,20.6,,2.7,0.6,58.6,,11.5
2014/10/31,13.3,11.1,15.9,2.0,5.3,2.1,79.3,,12.8
2014/11/01,16.0,13.0,21.3,,3.3,1.3,77.5,,15.1
2014/11/02,12.1,7.7,15.9,4.3,7.0,3.7,55.9,,11.5
2014/11/03,9.8,2.6,14.3,,5.4,2.5,45.6,,7.7
2014/11/04,10.1,3.7,17.9,,2.9,0.9,70.0,,8.7
2014/11/05,11.0,4.3,18.2,,3.1,0.9,77.4,,9.6
2014/11/06,12.9,9.3,18.8,0.1,3.8,1.4,68.5,,11.2
2014/11/07,9.0,3.4,15.9,,3.2,1.0,67.4,,8.1
